proxyId;institution;collection;category;validScientificNameId;validScientificName;validScientificNameAuthorship;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;identifiedBy;validated;catalogNumber;latitude;longitude;east;north;geometry;scientificNameRank;behavior;unspontaneus;unsureIdentification;hasImage;absent;notRecovered;dateLastModified;dateLastIdentified;occurrenceId;datasetName;datasetId;notes;habitat;sex;collectingMethod;recordNumber;fieldNumber;measurementMethod;georeferenceRemarks;preparations;otherCatalogNumbers;relatedResourceId;relationshipOfResource;typeStatus;eventTime;maximumElevationInMeters;minimumElevationInMeters;verbatimDepth;dynamicProperties;nodeId;institutionCode;collectionCode;popularNames;associatedReferences;hasErrors;blocked;qualityIssue
urn:uuid:ed671cbf-a8c8-48a5-aeb9-83e27afbf91b;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4252;Fringilla montifringilla;Linnaeus, 1758;bjørkefink;Fugler;Anne-Marie Austad;08.05.2023 00:00:00;Rønvikjordene Vest, Rønvikjordene, Bodø, No;874;Bodø;Nordland;1;HumanObservasjon;;True;31839351;67,28357;14,440194;475876;7463101;POLYGON ((475388 7463195, 475642 7463345, 475659 7463121, 476118 7463376, 476164 7463468, 476182 7463632, 476220 7463683, 476409 7463468, 476108 7463111, 475996 7462811, 475710 7462606, 475388 7463195));species;;False;False;False;False;False;26.08.2024 11:00:27;;urn:uuid:ed671cbf-a8c8-48a5-aeb9-83e27afbf91b;;00000000-0000-0000-0000-000000000000;Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""ValidationStatus"":""Approved Documented"",""EventDate"":""2023-05-08/2023-05-08"",""Day"":""8"",""Month"":""5"",""Year"":""2023"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1"",""IdentificationRemarks"":""Validator: Steve Baines""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""bjørkefink""},{""Lang"":""nn-NO"",""Name"":""bjørkefink""},{""Lang"":""se-NO"",""Name"":""vintán""}]";https://www.artsobservasjoner.no/Sighting/31839351;False;False;False
urn:uuid:c36b81ae-b6ed-42f6-8a89-d9083978ae3a;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4007;Columba palumbus;Linnaeus, 1758;ringdue;Fugler;Anne-Marie Austad;08.05.2023 00:00:00;Bondegårdselva Rønvikjordene, Rønvikjordene, Bodø, No;568;Bodø;Nordland;4;HumanObservasjon;Validator: Steve Baines;True;31839322;67,281107;14,444434;476056;7462825;POLYGON ((476124 7463121, 476389 7462950, 476243 7462888, 476085 7462783, 476108 7462700, 475894 7462569, 475785 7462545, 475701 7462566, 475707 7462599, 475819 7462646, 475956 7462816, 475994 7462803, 476018 7462920, 476124 7463121));species;feeding;False;False;False;False;False;12.03.2024 12:15:37;;urn:uuid:c36b81ae-b6ed-42f6-8a89-d9083978ae3a;;00000000-0000-0000-0000-000000000000;Activity: Forage. Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""Activity"":""Forage"",""ValidationStatus"":""Approved Documented"",""EventDate"":""2023-05-08/2023-05-08"",""Day"":""8"",""Month"":""5"",""Year"":""2023"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""4""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""ringdue""},{""Lang"":""nn-NO"",""Name"":""ringdue""},{""Lang"":""se-NO"",""Name"":""dielkoduvvá""}]";https://www.artsobservasjoner.no/Sighting/31839322;False;False;False
miljolare/fugl/1185424;Miljølære.no;fugl hos Miljølære.no;VU;185920;Chloris chloris;(Linnaeus, 1758);grønnfink;Fugler;Aud;28.01.2018 00:00:00;Skeid, bodø;;Bodø;Nordland;5;HumanObservasjon;;False;1185424;67,276861;14,443042;475992;7462352;POINT (475992 7462352);species;;False;False;False;False;False;29.01.2018 00:00:00;;miljolare/fugl/1185424;;00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;"{""EventID"":""1125189"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""5"",""OrganismQuantityType"":""individuals"",""type"":""Event"",""references"":""https://www.miljolare.no/data/ut/art/obs/?od_id=1185424"",""taxonID"":""508"",""vernacularName"":""Grønnfink""}";429;miljolare;fugl;"[{""Lang"":""nb-NO"",""Name"":""grønnfink""},{""Lang"":""nn-NO"",""Name"":""grønfink""},{""Lang"":""se-NO"",""Name"":""ruonábeibboš""}]";;False;False;False
miljolare/fugl/1562609;Miljølære.no;fugl hos Miljølære.no;LC;4375;Periparus ater;(Linnaeus, 1758);svartmeis;Fugler;Lena Karlson;30.01.2021 00:00:00;Bodø;;Bodø;Nordland;3;HumanObservasjon;;False;1562609;67,284223;14,457816;476636;7463167;POINT (476636 7463167);species;;False;False;False;False;False;01.02.2021 00:00:00;;miljolare/fugl/1562609;;00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;"{""EventID"":""1210553"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""3"",""OrganismQuantityType"":""individuals"",""type"":""Event"",""references"":""https://www.miljolare.no/data/ut/art/obs/?od_id=1562609"",""taxonID"":""483"",""vernacularName"":""Svartmeis""}";429;miljolare;fugl;"[{""Lang"":""nb-NO"",""Name"":""svartmeis""},{""Lang"":""nn-NO"",""Name"":""svartmeis""},{""Lang"":""se-NO"",""Name"":""čáhppesgaccet""}]";;False;False;False
urn:uuid:ae547f3d-beb3-483c-a11e-06eb02423463;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;296651;Acanthis flammea subsp. exilipes;(Coues, 1862);polarsisik;Fugler;Thorbjørn Aakre|Thale Bones Aakre;23.01.2021 00:00:00;Rønvikjordet, Bodø, No;100;Bodø;Nordland;2;HumanObservasjon;;True;25943805;67,282699;14,445592;476108;7463002;POINT (476108 7463002);subspecies;feeding;False;False;False;False;False;01.02.2025 01:31:26;;urn:uuid:ae547f3d-beb3-483c-a11e-06eb02423463;;00000000-0000-0000-0000-000000000000;Activity: Forage. Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""Activity"":""Forage"",""ValidationStatus"":""Approved Documented"",""EventDate"":""2021-01-23/2021-01-23"",""Day"":""23"",""Month"":""1"",""Year"":""2021"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""2"",""IdentificationRemarks"":""Validator: Steve Baines""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""polarsisik""},{""Lang"":""nn-NO"",""Name"":""polarsisik""},{""Lang"":""se-NO"",""Name"":""vilgesupmolcizáš""}]";https://mobil.artsobservasjoner.no/sighting/25943805;False;False;False
miljolare/fugl/1700048;Miljølære.no;fugl hos Miljølære.no;LC;4365;Cyanistes caeruleus;(Linnaeus, 1758);blåmeis;Fugler;Lena Karlson;30.01.2022 00:00:00;Bodø;;Bodø;Nordland;2;HumanObservasjon;;False;1700048;67,284223;14,457816;476636;7463167;POINT (476636 7463167);species;;False;False;False;False;False;31.01.2022 00:00:00;;miljolare/fugl/1700048;;00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;"{""EventID"":""1235473"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""2"",""OrganismQuantityType"":""individuals"",""type"":""Event"",""references"":""https://www.miljolare.no/data/ut/art/obs/?od_id=1700048"",""taxonID"":""516"",""vernacularName"":""Blåmeis""}";429;miljolare;fugl;"[{""Lang"":""nb-NO"",""Name"":""blåmeis""},{""Lang"":""nn-NO"",""Name"":""blåmeis""},{""Lang"":""se-NO"",""Name"":""alitgaccet""}]";;False;False;False
miljolare/fugl/1014236;Miljølære.no;fugl hos Miljølære.no;LC;4365;Cyanistes caeruleus;(Linnaeus, 1758);blåmeis;Fugler;Margaret Engmo;03.02.2016 00:00:00;Børsingveien 54;;Bodø;Nordland;3;HumanObservasjon;;False;1014236;67,27862;14,450913;476333;7462545;POINT (476333 7462545);species;;False;False;False;False;False;04.02.2016 00:00:00;;miljolare/fugl/1014236;;00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;"{""EventID"":""1075559"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""3"",""OrganismQuantityType"":""individuals"",""type"":""Event"",""references"":""https://www.miljolare.no/data/ut/art/obs/?od_id=1014236"",""taxonID"":""516"",""vernacularName"":""Blåmeis""}";429;miljolare;fugl;"[{""Lang"":""nb-NO"",""Name"":""blåmeis""},{""Lang"":""nn-NO"",""Name"":""blåmeis""},{""Lang"":""se-NO"",""Name"":""alitgaccet""}]";;False;False;False
urn:uuid:c14221fc-6134-4555-bc57-e721850539c5;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4332;Motacilla alba;Linnaeus, 1758;linerle;Fugler;Anne-Marie Austad;08.05.2023 00:00:00;Bondegårdselva Rønvikjordene, Rønvikjordene, Bodø, No;568;Bodø;Nordland;3;HumanObservasjon;;True;31839294;67,281107;14,444434;476056;7462825;POLYGON ((476124 7463121, 476389 7462950, 476243 7462888, 476085 7462783, 476108 7462700, 475894 7462569, 475785 7462545, 475701 7462566, 475707 7462599, 475819 7462646, 475956 7462816, 475994 7462803, 476018 7462920, 476124 7463121));species;;False;False;False;False;False;25.08.2024 10:30:13;;urn:uuid:c14221fc-6134-4555-bc57-e721850539c5;;00000000-0000-0000-0000-000000000000;Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""ValidationStatus"":""Approved Documented"",""EventDate"":""2023-05-08/2023-05-08"",""Day"":""8"",""Month"":""5"",""Year"":""2023"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""3"",""IdentificationRemarks"":""Validator: Steve Baines""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""linerle""},{""Lang"":""nn-NO"",""Name"":""linerle""},{""Lang"":""se-NO"",""Name"":""beštor""}]";https://www.artsobservasjoner.no/Sighting/31839294;False;False;False
must/must/0346a49d-4bec-4328-0048877cc1621e25;MUST;must hos MUST;LC;4277;Hirundo rustica;Linnaeus, 1758;låvesvale;Fugler;;30.07.1962 00:00:00;RØNVIK SYKEHUS;5000;Bodø;Nordland;4;HumanObservasjon;;False;0346A49D-4BEC-4328-0048877CC1621E25;67,28333;14,45;476298;7463070;POINT (476298 7463070);species;possiblereproductive;False;False;False;False;False;30.07.1962 00:00:00;;0346A49D-4BEC-4328-0048877CC1621E25;Birds ringed with Norwegian rings 1961-1990|GBIF-2020_p06;00000000-0000-0000-0000-000000000000;;;Unknown;;;;;;;;;;;;;;;"{""lifeStage"":""Pullus"",""municipality"":""Bodø""}";332;MUST;must;"[{""Lang"":""nb-NO"",""Name"":""låvesvale""},{""Lang"":""nn-NO"",""Name"":""låvesvale""},{""Lang"":""se-NO"",""Name"":""láhtospálfu""}]";;False;False;False
urn:uuid:bccb6399-14c1-4d13-ac1b-218ee336301f;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;185988;Spinus spinus;(Linnaeus, 1758);grønnsisik;Fugler;Thorbjørn Aakre|Thale Bones Aakre;21.05.2023 00:00:00;Rønvikjordet, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;True;31971523;67,282699;14,445592;476108;7463002;POINT (476108 7463002);species;;False;False;False;False;False;30.08.2024 08:47:36;;urn:uuid:bccb6399-14c1-4d13-ac1b-218ee336301f;;00000000-0000-0000-0000-000000000000;Activity: Ringed. Validationstatus: Approved Documented;;female;;;;;;;;;;;;;;;"{""Activity"":""Ringed"",""ValidationStatus"":""Approved Documented"",""EventDate"":""2023-05-21/2023-05-21"",""Day"":""21"",""Month"":""5"",""Year"":""2023"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1"",""IdentificationRemarks"":""Validator: Steve Baines""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nn-NO"",""Name"":""grønsisik""},{""Lang"":""se-NO"",""Name"":""ruonácizáš""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""},{""Lang"":""nb-NO"",""Name"":""grønnsisik""}]";https://www.artsobservasjoner.no/Sighting/31971523;False;False;False
miljolare/fugl/1185426;Miljølære.no;fugl hos Miljølære.no;LC;4559;Turdus pilaris;Linnaeus, 1758;gråtrost;Fugler;Aud;28.01.2018 00:00:00;Skeid, bodø;;Bodø;Nordland;1;HumanObservasjon;;False;1185426;67,276861;14,443042;475992;7462352;POINT (475992 7462352);species;;False;False;False;False;False;29.01.2018 00:00:00;;miljolare/fugl/1185426;;00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;"{""EventID"":""1125189"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1"",""OrganismQuantityType"":""individuals"",""type"":""Event"",""references"":""https://www.miljolare.no/data/ut/art/obs/?od_id=1185426"",""taxonID"":""215"",""vernacularName"":""Gråtrost""}";429;miljolare;fugl;"[{""Lang"":""se-NO"",""Name"":""ránesrásttis""},{""Lang"":""nb-NO"",""Name"":""gråtrost""},{""Lang"":""nn-NO"",""Name"":""gråtrast""}]";;False;False;False
urn:uuid:c0377015-1338-408f-8c1e-46d4c6073518;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;VU;185920;Chloris chloris;(Linnaeus, 1758);grønnfink;Fugler;Anne-Marie Austad;08.05.2023 00:00:00;Bondegårdselva Rønvikjordene, Rønvikjordene, Bodø, No;568;Bodø;Nordland;1;HumanObservasjon;;True;31839292;67,281107;14,444434;476056;7462825;POLYGON ((476124 7463121, 476389 7462950, 476243 7462888, 476085 7462783, 476108 7462700, 475894 7462569, 475785 7462545, 475701 7462566, 475707 7462599, 475819 7462646, 475956 7462816, 475994 7462803, 476018 7462920, 476124 7463121));species;possiblereproductive;False;False;False;False;False;28.08.2024 12:38:03;;urn:uuid:c0377015-1338-408f-8c1e-46d4c6073518;;00000000-0000-0000-0000-000000000000;Activity: Display/Song. Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""Activity"":""Display/Song"",""ValidationStatus"":""Approved Documented"",""EventDate"":""2023-05-08/2023-05-08"",""Day"":""8"",""Month"":""5"",""Year"":""2023"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1"",""IdentificationRemarks"":""Validator: Steve Baines""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""grønnfink""},{""Lang"":""nn-NO"",""Name"":""grønfink""},{""Lang"":""se-NO"",""Name"":""ruonábeibboš""}]";https://www.artsobservasjoner.no/Sighting/31839292;False;False;False
urn:uuid:8c0c9e24-30c9-4b49-81f8-7da4a6b11f4b;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;NT;4397;Passer domesticus;(Linnaeus, 1758);gråspurv;Fugler;Anne-Marie Austad;07.05.2025 00:00:00;Rønvikjordene, Rønvikjordene, Bodø, No;1325;Bodø;Nordland;6;HumanObservasjon;;False;37228475;67,282897;14,438738;475813;7463027;POLYGON ((476237 7463690, 476642 7463230, 476423 7462972, 476116 7462775, 475939 7462584, 475742 7462540, 475152 7462797, 474787 7463029, 474830 7463086, 475120 7463131, 475385 7463182, 475649 7463332, 475686 7463135, 476111 7463357, 476237 7463690));species;possiblereproductive;False;False;False;False;False;07.05.2025 14:05:06;;urn:uuid:8c0c9e24-30c9-4b49-81f8-7da4a6b11f4b;;00000000-0000-0000-0000-000000000000;Activity: InNestingHabitat.;;;;;;;;;;;;;;;;;"{""Activity"":""InNestingHabitat"",""EventDate"":""2025-05-07/2025-05-07"",""Day"":""7"",""Month"":""5"",""Year"":""2025"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""6""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""gråspurv""},{""Lang"":""nn-NO"",""Name"":""gråsporv""},{""Lang"":""se-NO"",""Name"":""ránescihci""}]";https://mobil.artsobservasjoner.no/sighting/37228475;False;False;False
urn:uuid:2675dce6-51c1-4c2c-82df-47d0578c3c16;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4559;Turdus pilaris;Linnaeus, 1758;gråtrost;Fugler;Anne-Marie Austad;30.08.2024 00:00:00;Rønvikjordene, Rønvikjordene, Bodø, No;1325;Bodø;Nordland;5;HumanObservasjon;;False;35547965;67,282897;14,438738;475813;7463027;POLYGON ((476237 7463690, 476642 7463230, 476423 7462972, 476116 7462775, 475939 7462584, 475742 7462540, 475152 7462797, 474787 7463029, 474830 7463086, 475120 7463131, 475385 7463182, 475649 7463332, 475686 7463135, 476111 7463357, 476237 7463690));species;feeding;False;False;False;False;False;30.08.2024 14:13:39;;urn:uuid:2675dce6-51c1-4c2c-82df-47d0578c3c16;;00000000-0000-0000-0000-000000000000;Activity: Forage.;;;;;;;;;;;;;;;;;"{""Activity"":""Forage"",""EventDate"":""2024-08-30/2024-08-30"",""Day"":""30"",""Month"":""8"",""Year"":""2024"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""5""}";1010;NOF;so2-birds;"[{""Lang"":""se-NO"",""Name"":""ránesrásttis""},{""Lang"":""nb-NO"",""Name"":""gråtrost""},{""Lang"":""nn-NO"",""Name"":""gråtrast""}]";https://www.artsobservasjoner.no/Sighting/35547965;False;False;False
urn:uuid:3c80a7ed-0e38-4a26-8ec4-87da76e47df3;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;NT;4010;Streptopelia decaocto;(Frivaldszky, 1838);tyrkerdue;Fugler;Martin Hagen Ring;13.04.2011 00:00:00;Bodin Brakkerigg, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;True;3817609;67,278817;14,448144;476214;7462568;POINT (476214 7462568);species;possiblereproductive;False;False;False;False;False;12.11.2012 09:47:00;;urn:uuid:3c80a7ed-0e38-4a26-8ec4-87da76e47df3;;00000000-0000-0000-0000-000000000000;Activity: Display/Song. Validationstatus: Approved Documented;;;;;;;OR;;NOF/SO-Birds/8860754;;;;0.0;;;;"{""Activity"":""Display/Song"",""ValidationStatus"":""Approved Documented"",""EventDate"":""2011-04-13/2011-04-13"",""EventTime"":""00:00:00/00:00:00"",""Day"":""13"",""Month"":""4"",""Year"":""2011"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""tyrkerdue""},{""Lang"":""nn-NO"",""Name"":""tyrkardue""},{""Lang"":""se-NO"",""Name"":""durkkaduvvá""}]";https://www.artsobservasjoner.no/Sighting/3817609;False;False;False
urn:uuid:712634eb-7326-460c-ab45-6d3f1032e724;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;215487;Curruca communis;(Latham, 1787);tornsanger;Fugler;Thor Edgar  Kristiansen;24.08.1996 00:00:00;Ringmerkestasjon, Rønvikjordene, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;False;3548902;67,281329;14,44614;476130;7462849;POINT (476130 7462849);species;;False;False;False;False;False;26.04.2021 10:02:56;;urn:uuid:712634eb-7326-460c-ab45-6d3f1032e724;;00000000-0000-0000-0000-000000000000;Activity: Ringed.;;;;;;;OR;;NOF/SO-Birds/8042117;;;;0.0;;;;"{""Activity"":""Ringed"",""EventDate"":""1996-08-24/1996-08-24"",""EventTime"":""00:00:00/00:00:00"",""Day"":""24"",""Month"":""8"",""Year"":""1996"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""tornsanger""},{""Lang"":""nn-NO"",""Name"":""tornsongar""},{""Lang"":""se-NO"",""Name"":""miesttavizar""}]";https://www.artsobservasjoner.no/Sighting/3548902;False;False;False
urn:uuid:2d725567-bef3-4617-b37e-399540661d50;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4483;Sylvia borin;(Boddaert, 1783);hagesanger;Fugler;Thor Edgar  Kristiansen;24.08.1996 00:00:00;Ringmerkestasjon, Rønvikjordene, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;False;3650169;67,281329;14,44614;476130;7462849;POINT (476130 7462849);species;;False;False;False;False;False;04.01.2014 14:35:00;;urn:uuid:2d725567-bef3-4617-b37e-399540661d50;;00000000-0000-0000-0000-000000000000;Activity: Ringed.;;;;;;;OR;;NOF/SO-Birds/8042118;;;;0.0;;;;"{""Activity"":""Ringed"",""EventDate"":""1996-08-24/1996-08-24"",""EventTime"":""00:00:00/00:00:00"",""Day"":""24"",""Month"":""8"",""Year"":""1996"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""hagesanger""},{""Lang"":""nn-NO"",""Name"":""hagesongar""},{""Lang"":""se-NO"",""Name"":""rohtovizar""}]";https://www.artsobservasjoner.no/Sighting/3650169;False;False;False
urn:uuid:52efab51-0530-4d98-acfe-51b2cde2020a;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;3788;Scolopax rusticola;Linnaeus, 1758;rugde;Fugler;Thor Edgar  Kristiansen;20.04.2011 00:00:00;Ringmerkestasjon, Rønvikjordene, Bodø, No;100;Bodø;Nordland;2;HumanObservasjon;;False;3654871;67,281329;14,44614;476130;7462849;POINT (476130 7462849);species;stationary;False;False;False;False;False;04.01.2014 14:35:00;;urn:uuid:52efab51-0530-4d98-acfe-51b2cde2020a;;00000000-0000-0000-0000-000000000000;Skremt opp i sumpa Activity: Resting.;;;;;;;OR;;NOF/SO-Birds/8900014;;;;0.0;;;;"{""Activity"":""Resting"",""EventDate"":""2011-04-20/2011-04-20"",""EventTime"":""00:00:00/00:00:00"",""Day"":""20"",""Month"":""4"",""Year"":""2011"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""2""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""rugde""},{""Lang"":""nn-NO"",""Name"":""rugde""},{""Lang"":""se-NO"",""Name"":""vuovdemeahkástat""}]";https://www.artsobservasjoner.no/Sighting/3654871;False;False;False
urn:uuid:9c096009-3681-4e72-b024-1c45ffe32486;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;CR;215473;Curruca nisoria;(Bechstein, 1792);hauksanger;Fugler;Thor Edgar  Kristiansen;28.08.2003 00:00:00;Ringmerkestasjon, Rønvikjordene, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;False;9177166;67,281329;14,44614;476130;7462849;POINT (476130 7462849);species;moving;False;False;False;False;False;04.01.2014 14:35:00;;urn:uuid:9c096009-3681-4e72-b024-1c45ffe32486;;00000000-0000-0000-0000-000000000000;Activity: Migrating. Validationstatus: Report For Rrk Pending;;;;;;;OR;;NOF/SO-Birds/8019861;;;;0.0;;;;"{""Activity"":""Migrating"",""EventDate"":""2003-08-28/2003-08-28"",""EventTime"":""00:00:00/00:00:00"",""Day"":""28"",""Month"":""8"",""Year"":""2003"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""hauksanger""},{""Lang"":""nn-NO"",""Name"":""hauksongar""}]";https://www.artsobservasjoner.no/Sighting/9177166;False;False;False
urn:uuid:7c92d07b-ebb4-47a2-ba81-72f96be6c18c;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;VU;185920;Chloris chloris;(Linnaeus, 1758);grønnfink;Fugler;Thorbjørn Aakre;15.05.2018 00:00:00;Rønvikjordet, Bodø, No;100;Bodø;Nordland;3;HumanObservasjon;Validator: Steve Baines;True;19443563;67,282699;14,445592;476108;7463002;POINT (476108 7463002);species;;False;False;False;False;False;20.11.2019 09:10:01;;urn:uuid:7c92d07b-ebb4-47a2-ba81-72f96be6c18c;;00000000-0000-0000-0000-000000000000;Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""ValidationStatus"":""Approved Documented"",""EventDate"":""2018-05-15/2018-05-15"",""Day"":""15"",""Month"":""5"",""Year"":""2018"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""3""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""grønnfink""},{""Lang"":""nn-NO"",""Name"":""grønfink""},{""Lang"":""se-NO"",""Name"":""ruonábeibboš""}]";https://www.artsobservasjoner.no/Sighting/19443563;False;False;False
urn:uuid:274edbd0-843f-41b6-a063-21718e4d5db3;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4550;Turdus merula;Linnaeus, 1758;svarttrost;Fugler;Harald Misund;15.03.1972 00:00:00;Bodin leir, Rønvikjordene, Bodø, No;100;Bodø;Nordland;1;HumanObservasjon;;False;21109159;67,282276;14,460307;476741;7462949;POINT (476741 7462949);species;feeding;False;False;False;False;False;23.02.2019 21:02:41;;urn:uuid:274edbd0-843f-41b6-a063-21718e4d5db3;;00000000-0000-0000-0000-000000000000;En hann, de fleste svarttroster som overvintrer er det jeg har sett hanner. Activity: Forage.;;;;;;;;;;;;;;;;;"{""Activity"":""Forage"",""EventDate"":""1972-03-15/1972-03-15"",""Day"":""15"",""Month"":""3"",""Year"":""1972"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""svarttrost""},{""Lang"":""nn-NO"",""Name"":""svarttrast""},{""Lang"":""se-NO"",""Name"":""čáhppesrásttis""}]";https://www.artsobservasjoner.no/Sighting/21109159;False;False;False
urn:uuid:702c8a60-ad2c-4e41-bf26-889208515d95;Birdlife Norge;so2-birds hos Norsk Ornitologisk Forening;LC;4375;Periparus ater;(Linnaeus, 1758);svartmeis;Fugler;Magnhild Johansen;30.04.2019 00:00:00;Tjønndalen, Bodø, No;200;Bodø;Nordland;1;HumanObservasjon;Validator: Steve Baines;True;21576651;67,284042;14,459049;476689;7463146;POINT (476689 7463146);species;;False;False;False;False;False;18.10.2020 11:24:29;;urn:uuid:702c8a60-ad2c-4e41-bf26-889208515d95;;00000000-0000-0000-0000-000000000000;Validationstatus: Approved Documented;;;;;;;;;;;;;;;;;"{""ValidationStatus"":""Approved Documented"",""EventDate"":""2019-04-30/2019-04-30"",""Day"":""30"",""Month"":""4"",""Year"":""2019"",""ContinentOcean"":""Europe"",""OrganismQuantity"":""1""}";1010;NOF;so2-birds;"[{""Lang"":""nb-NO"",""Name"":""svartmeis""},{""Lang"":""nn-NO"",""Name"":""svartmeis""},{""Lang"":""se-NO"",""Name"":""čáhppesgaccet""}]";https://www.artsobservasjoner.no/Sighting/21576651;False;False;False
